trade_date,stock,purchase_price,return_1d,return_5d,return_21d,return_63d,return_126d,bounce_1d,bounce_5d,bounce_21d,bounce_63d,bounce_126d,max_return_1d,max_return_5d,max_return_21d,max_return_63d,max_return_126d,min_return_1d,min_return_5d,min_return_21d,min_return_63d,min_return_126d,max_drawdown_1d,max_drawdown_5d,max_drawdown_21d,max_drawdown_63d,max_drawdown_126d,days_to_max_1d,days_to_max_5d,days_to_max_21d,days_to_max_63d,days_to_max_126d,days_to_min_1d,days_to_min_5d,days_to_min_21d,days_to_min_63d,days_to_min_126d,min_before_max_1d,min_before_max_5d,min_before_max_21d,min_before_max_63d,min_before_max_126d,relative_volume_1m,relative_volume_1y,relative_volume_2y,relative_value_1m,relative_value_1y,relative_value_2y,volume_quantile_1m,volume_quantile_1y,volume_quantile_2y,value_quantile_1m,value_quantile_1y,value_quantile_2y
2002-01-29,x38156,20.41,-0.04153,-0.2263,-0.1773,0.01704,-0.8717,0.0,0.0,0.0,1.0,0.0,0.0,0.01171,0.01171,0.2993,0.2993,-0.04153,-0.2263,-0.2263,-0.2263,-0.9531,-0.04153,-0.2353,-0.2353,-0.2373,-0.9639,0.0,3.0,3.0,36.0,36.0,1.0,5.0,5.0,5.0,123.0,0.0,0.0,0.0,1.0,0.0,0.8981,0.8638,0.7485,0.6205,0.7728,0.8357,0.7305,0.7146,0.6835,0.6707,0.7318,0.7536
2002-01-29,x45356,33.65,0.03566,-0.3135,-0.1352,-0.4517,-0.5914,1.0,0.0,0.0,0.0,0.0,0.03566,0.05884,0.05884,0.05884,0.05884,0.0,-0.3135,-0.3135,-0.4948,-0.7548,0.0,-0.3517,-0.3517,-0.5229,-0.7685,1.0,3.0,3.0,3.0,3.0,0.0,5.0,5.0,62.0,123.0,1.0,0.0,0.0,0.0,0.0,10.46,3.617,3.221,4.702,5.115,4.794,0.988,0.9444,0.9371,0.9581,0.9617,0.9622
2002-01-29,x82686,34.58,0.009254,-0.05205,-0.1226,-0.3291,-0.6495,1.0,0.0,0.0,0.0,0.0,0.009254,0.0214,0.0214,0.07519,0.07519,0.0,-0.05205,-0.2192,-0.3551,-0.7108,0.0,-0.07191,-0.2356,-0.4002,-0.731,1.0,3.0,3.0,34.0,34.0,0.0,5.0,17.0,62.0,111.0,1.0,0.0,0.0,0.0,0.0,1.667,1.657,1.554,0.1891,0.2457,0.2338,0.8523,0.8448,0.8381,0.2156,0.318,0.2986
2002-01-30,x85032,10.75,-0.02326,-0.1609,-0.1637,-0.5079,-0.8809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02326,-0.1665,-0.3237,-0.5386,-0.8809,-0.02326,-0.1665,-0.3237,-0.5386,-0.8809,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,61.0,126.0,0.0,0.0,0.0,0.0,0.0,1.916,2.796,2.267,1.063,1.715,2.511,0.8822,0.9215,0.8957,0.8004,0.8697,0.9119
2002-01-31,x25013,32.38,-0.006794,-0.03027,0.08709,-0.1467,-0.2418,0.0,0.0,1.0,0.0,0.0,0.0,0.007104,0.08709,0.1106,0.1106,-0.006794,-0.04447,-0.04447,-0.1569,-0.3592,-0.006794,-0.05121,-0.05121,-0.2408,-0.423,0.0,2.0,21.0,24.0,24.0,1.0,4.0,4.0,61.0,110.0,0.0,0.0,1.0,0.0,0.0,1.554,1.644,1.806,2.435,2.723,3.0,0.8386,0.8432,0.8725,0.9203,0.9235,0.921
2002-02-04,x10693,10.9,0.03394,0.07248,0.1248,0.3624,-0.08715,1.0,1.0,1.0,1.0,0.0,0.03394,0.07248,0.1284,0.4395,0.4395,0.0,0.0,0.0,0.0,-0.3101,0.0,-0.01597,-0.05691,-0.05691,-0.5207,1.0,5.0,15.0,60.0,60.0,0.0,0.0,0.0,0.0,119.0,1.0,1.0,1.0,1.0,0.0,0.9283,0.7239,0.7499,0.2402,0.2906,0.2657,0.7455,0.6565,0.6792,0.3082,0.3779,0.3584
2002-02-04,x47896,45.84,-0.05039,0.04188,0.1142,0.1257,-0.2687,0.0,1.0,1.0,1.0,0.0,0.0,0.04188,0.1142,0.2356,0.2556,-0.05039,-0.05039,-0.07755,-0.07755,-0.3429,-0.05039,-0.05039,-0.1146,-0.1146,-0.4767,0.0,5.0,21.0,52.0,76.0,1.0,1.0,13.0,13.0,117.0,0.0,1.0,1.0,1.0,0.0,3.036,2.396,2.618,3.447,3.902,3.84,0.9364,0.9027,0.9229,0.9344,0.9447,0.948
2002-02-04,x65875,45.6,-0.01294,-0.001536,0.0546,-0.1257,-0.3388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06557,0.06557,0.06557,-0.01294,-0.04825,-0.04825,-0.1414,-0.3985,-0.01294,-0.04825,-0.04825,-0.1943,-0.4355,0.0,0.0,18.0,18.0,18.0,1.0,2.0,2.0,58.0,117.0,0.0,0.0,1.0,0.0,0.0,1.482,1.532,1.552,6.465,6.978,6.858,0.833,0.8263,0.8369,0.9742,0.9752,0.9731
2002-02-04,x77284,13.56,-0.2552,-0.1431,-0.07375,-0.3407,-0.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2552,-0.2552,-0.4764,-0.4764,-0.59,-0.2552,-0.2552,-0.4764,-0.4764,-0.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,103.0,0.0,0.0,0.0,0.0,0.0,4.45,3.935,3.744,0.3069,0.4406,0.7104,0.9642,0.9523,0.9516,0.4076,0.5401,0.7007
2002-02-05,x21792,22.94,-0.07759,-0.01177,0.06931,0.1129,-0.568,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.06931,0.1334,0.1334,-0.07759,-0.07759,-0.1129,-0.1129,-0.7646,-0.07759,-0.07759,-0.121,-0.121,-0.7923,0.0,0.0,21.0,32.0,32.0,1.0,1.0,13.0,13.0,117.0,0.0,0.0,1.0,1.0,0.0,0.1522,0.3475,0.3576,0.3769,0.439,0.5141,0.1948,0.4466,0.4624,0.4672,0.5382,0.6075
2002-02-05,x22293,18.75,0.072,0.2864,0.2496,0.001598,-0.744,1.0,1.0,1.0,1.0,0.0,0.072,0.32,0.32,0.424,0.424,0.0,0.0,0.0,0.0,-0.7504,0.0,-0.03881,-0.2097,-0.2966,-0.8247,1.0,4.0,4.0,23.0,23.0,0.0,0.0,0.0,0.0,123.0,1.0,1.0,1.0,1.0,0.0,2.256,3.025,3.451,0.3889,0.5462,1.403,0.9006,0.9351,0.9444,0.4791,0.6279,0.8333
2002-02-05,x23931,25.14,-0.0537,-0.0537,0.0183,0.02784,-0.6798,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02069,0.05569,0.05569,-0.0537,-0.06722,-0.0891,-0.0891,-0.7749,-0.0537,-0.06722,-0.0891,-0.0891,-0.7867,0.0,0.0,20.0,31.0,31.0,1.0,3.0,8.0,8.0,120.0,0.0,0.0,1.0,1.0,0.0,0.2108,0.2366,0.2345,0.4632,0.482,0.4672,0.3101,0.2844,0.2903,0.5626,0.5782,0.5735
2002-02-05,x27959,66.0,-0.02667,0.04545,0.1197,0.1009,-0.2424,0.0,1.0,1.0,1.0,0.0,0.0,0.04545,0.137,0.1879,0.1879,-0.02667,-0.02667,-0.02667,-0.02667,-0.4242,-0.02667,-0.02667,-0.03761,-0.07322,-0.5153,0.0,5.0,20.0,42.0,42.0,1.0,1.0,1.0,1.0,116.0,0.0,1.0,1.0,1.0,0.0,0.9296,0.9505,0.8723,1.372,1.498,1.497,0.7515,0.7385,0.7186,0.829,0.8416,0.8459
2002-02-05,x76712,23.04,-0.1406,-0.1189,-0.3715,-0.3359,-0.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1406,-0.1406,-0.6432,-0.6432,-0.8646,-0.1406,-0.1406,-0.6432,-0.6432,-0.8646,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,119.0,0.0,0.0,0.0,0.0,0.0,0.6448,1.126,0.9719,0.3904,0.6767,0.9627,0.6441,0.7824,0.7419,0.4831,0.7023,0.7849
2002-02-05,x78916,27.69,-0.02203,0.03756,0.0892,-0.1278,-0.3102,0.0,1.0,1.0,0.0,0.0,0.0,0.03756,0.1033,0.1849,0.1849,-0.02203,-0.02203,-0.02203,-0.1333,-0.3276,-0.02203,-0.02203,-0.03232,-0.2685,-0.4325,0.0,5.0,20.0,28.0,28.0,1.0,1.0,1.0,45.0,116.0,0.0,1.0,1.0,0.0,0.0,0.1245,0.3158,0.2903,0.1569,0.2563,0.2621,0.1292,0.4122,0.3799,0.173,0.3416,0.3513
2002-02-06,x11997,32.04,0.0284,0.05306,0.08583,-0.08053,-0.422,1.0,1.0,1.0,0.0,0.0,0.0284,0.05306,0.1008,0.1008,0.1008,0.0,0.0,-0.0746,-0.1888,-0.4757,0.0,-0.02096,-0.1212,-0.2631,-0.5237,1.0,5.0,19.0,19.0,19.0,0.0,0.0,8.0,56.0,124.0,1.0,1.0,1.0,0.0,0.0,1.964,2.326,2.459,1.612,1.721,1.75,0.8907,0.8969,0.914,0.8668,0.874,0.8763
2002-02-06,x19393,45.06,0.007009,0.07874,0.1215,-0.3341,-0.4568,1.0,1.0,1.0,0.0,0.0,0.007009,0.07874,0.1734,0.1895,0.1895,0.0,0.0,0.0,-0.3456,-0.5199,0.0,0.0,-0.04421,-0.4498,-0.5963,1.0,5.0,19.0,26.0,26.0,0.0,0.0,0.0,62.0,116.0,1.0,1.0,1.0,0.0,0.0,1.959,1.662,1.608,4.458,5.267,5.546,0.8887,0.8492,0.8495,0.9543,0.9656,0.9677
2002-02-06,x24109,40.42,-0.01039,0.03859,0.123,0.1371,-0.2185,0.0,1.0,1.0,1.0,0.0,0.0,0.03859,0.123,0.189,0.189,-0.01039,-0.01039,-0.01039,-0.01039,-0.4184,-0.01039,-0.01039,-0.01473,-0.04952,-0.5108,0.0,5.0,21.0,43.0,43.0,1.0,1.0,1.0,1.0,115.0,0.0,1.0,1.0,1.0,0.0,0.2724,0.2971,0.3042,0.6727,0.7188,0.6669,0.4195,0.3817,0.4014,0.6899,0.7156,0.69
2002-02-06,x24205,51.38,0.006228,0.04418,0.0905,0.2114,0.07786,1.0,1.0,1.0,1.0,1.0,0.006228,0.04418,0.09381,0.2357,0.2633,0.0,0.0,0.0,0.0,-0.09887,0.0,0.0,-0.02984,-0.02984,-0.2867,1.0,5.0,19.0,57.0,74.0,0.0,0.0,0.0,0.0,115.0,1.0,1.0,1.0,1.0,0.0,0.2272,0.2098,0.2441,0.4778,0.4902,0.5134,0.3559,0.2519,0.3065,0.5805,0.5878,0.6057
2002-02-06,x27713,42.02,0.0138,0.05426,0.1166,-0.1847,-0.1494,1.0,1.0,1.0,0.0,0.0,0.0138,0.0714,0.1395,0.1395,0.1395,0.0,0.0,0.0,-0.2523,-0.3289,0.0,-0.01599,-0.06113,-0.3438,-0.411,1.0,4.0,19.0,19.0,19.0,0.0,0.0,0.0,61.0,115.0,1.0,1.0,1.0,0.0,0.0,0.7806,0.4572,0.5042,0.2847,0.3079,0.5225,0.7078,0.5439,0.5681,0.3757,0.4046,0.6219
2002-02-06,x28847,4.03,0.07692,0.2804,0.8362,0.2705,-0.2928,1.0,1.0,1.0,1.0,0.0,0.07692,0.33,0.8362,0.8362,0.8362,0.0,0.0,0.0,0.0,-0.2928,0.0,-0.03731,-0.06852,-0.3514,-0.6149,1.0,4.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,67.0,1.0,1.0,1.0,1.0,0.0,0.2003,0.3101,0.2021,0.01708,0.03756,0.07861,0.3022,0.3969,0.2133,0.0,0.001908,0.07168
